"FACILITY_ID","Date","EncounterCount","WeekDayName","IsHoliday","MonthName"
"2","2018-01-16","78","Tuesday","False","January"
"2","2018-01-17","70","Wednesday","False","January"
"2","2018-01-18","80","Thursday","False","January"
"2","2018-01-19","85","Friday","False","January"
"2","2018-01-20","74","Saturday","False","January"
"2","2018-01-21","71","Sunday","False","January"
"2","2018-01-22","80","Monday","False","January"
"2","2018-01-23","76","Tuesday","False","January"
"2","2018-01-24","81","Wednesday","False","January"
"2","2018-01-25","84","Thursday","False","January"
"2","2018-01-26","82","Friday","False","January"
"2","2018-01-27","84","Saturday","False","January"
"2","2018-01-28","72","Sunday","False","January"
"2","2018-01-29","68","Monday","False","January"
"2","2018-01-30","80","Tuesday","False","January"
"2","2018-01-31","79","Wednesday","False","January"
"2","2018-02-01","76","Thursday","False","February"
"2","2018-02-02","79","Friday","False","February"
"2","2018-02-03","70","Saturday","False","February"
"2","2018-02-04","60","Sunday","False","February"
"2","2018-02-05","66","Monday","False","February"
"2","2018-02-06","65","Tuesday","False","February"
"2","2018-02-07","72","Wednesday","False","February"
"2","2018-02-08","72","Thursday","False","February"
"2","2018-02-09","71","Friday","False","February"
"2","2018-02-10","77","Saturday","False","February"
"2","2018-02-11","73","Sunday","False","February"
"2","2018-02-12","78","Monday","False","February"
"2","2018-02-13","76","Tuesday","False","February"
"2","2018-02-14","74","Wednesday","False","February"
"2","2018-02-15","73","Thursday","False","February"
"2","2018-02-16","70","Friday","False","February"
"2","2018-02-17","67","Saturday","False","February"
"2","2018-02-18","61","Sunday","False","February"
"2","2018-02-19","68","Monday","True","February"
"2","2018-02-20","73","Tuesday","False","February"
"2","2018-02-21","78","Wednesday","False","February"
"2","2018-02-22","70","Thursday","False","February"
"2","2018-02-23","74","Friday","False","February"
"2","2018-02-24","66","Saturday","False","February"
"2","2018-02-25","62","Sunday","False","February"
"2","2018-02-26","71","Monday","False","February"
"2","2018-02-27","69","Tuesday","False","February"
"2","2018-02-28","72","Wednesday","False","February"
"2","2018-03-01","64","Thursday","False","March"
"2","2018-03-02","63","Friday","False","March"
"2","2018-03-03","64","Saturday","False","March"
"2","2018-03-04","57","Sunday","False","March"
"2","2018-03-05","62","Monday","False","March"
"2","2018-03-06","64","Tuesday","False","March"
"2","2018-03-07","63","Wednesday","False","March"
"2","2018-03-08","65","Thursday","False","March"
"2","2018-03-09","67","Friday","False","March"
"2","2018-03-10","72","Saturday","False","March"
"2","2018-03-11","72","Sunday","False","March"
"2","2018-03-12","77","Monday","False","March"
"2","2018-03-13","70","Tuesday","False","March"
"2","2018-03-14","66","Wednesday","False","March"
"2","2018-03-15","66","Thursday","False","March"
"2","2018-03-16","66","Friday","False","March"
"2","2018-03-17","68","Saturday","False","March"
"2","2018-03-18","65","Sunday","False","March"
"2","2018-03-19","75","Monday","False","March"
"2","2018-03-20","75","Tuesday","False","March"
"2","2018-03-21","77","Wednesday","False","March"
"2","2018-03-22","79","Thursday","False","March"
"2","2018-03-23","75","Friday","False","March"
"2","2018-03-24","70","Saturday","False","March"
"2","2018-03-25","69","Sunday","False","March"
"2","2018-03-26","74","Monday","False","March"
"2","2018-03-27","70","Tuesday","False","March"
"2","2018-03-28","71","Wednesday","False","March"
"2","2018-03-29","76","Thursday","False","March"
"2","2018-03-30","69","Friday","True","March"
"2","2018-03-31","70","Saturday","False","March"
"2","2018-04-01","70","Sunday","True","April"
"2","2018-04-02","71","Monday","True","April"
"2","2018-04-03","70","Tuesday","False","April"
"2","2018-04-04","68","Wednesday","False","April"
"2","2018-04-05","65","Thursday","False","April"
"2","2018-04-06","66","Friday","False","April"
"2","2018-04-07","59","Saturday","False","April"
"2","2018-04-08","53","Sunday","False","April"
"2","2018-04-09","62","Monday","False","April"
"2","2018-04-10","68","Tuesday","False","April"
"2","2018-04-11","77","Wednesday","False","April"
"2","2018-04-12","69","Thursday","False","April"
"2","2018-04-13","72","Friday","False","April"
"2","2018-04-14","59","Saturday","False","April"
"2","2018-04-15","61","Sunday","False","April"
"2","2018-04-16","69","Monday","False","April"
"2","2018-04-17","70","Tuesday","False","April"
"2","2018-04-18","67","Wednesday","False","April"
"2","2018-04-19","66","Thursday","False","April"
"2","2018-04-20","60","Friday","False","April"
"2","2018-04-21","57","Saturday","False","April"
"2","2018-04-22","56","Sunday","False","April"
"2","2018-04-23","60","Monday","False","April"
"2","2018-04-24","75","Tuesday","False","April"
"2","2018-04-25","65","Wednesday","False","April"
"2","2018-04-26","62","Thursday","False","April"
"2","2018-04-27","57","Friday","False","April"
"2","2018-04-28","59","Saturday","False","April"
"2","2018-04-29","47","Sunday","False","April"
"2","2018-04-30","55","Monday","False","April"
"2","2018-05-01","53","Tuesday","False","May"
"2","2018-05-02","55","Wednesday","False","May"
"2","2018-05-03","60","Thursday","False","May"
"2","2018-05-04","65","Friday","False","May"
"2","2018-05-05","63","Saturday","False","May"
"2","2018-05-06","55","Sunday","False","May"
"2","2018-05-07","67","Monday","False","May"
"2","2018-05-08","73","Tuesday","False","May"
"2","2018-05-09","78","Wednesday","False","May"
"2","2018-05-10","65","Thursday","False","May"
"2","2018-05-11","75","Friday","False","May"
"2","2018-05-12","61","Saturday","False","May"
"2","2018-05-13","64","Sunday","False","May"
"2","2018-05-14","73","Monday","False","May"
"2","2018-05-15","77","Tuesday","False","May"
"2","2018-05-16","73","Wednesday","False","May"
"2","2018-05-17","75","Thursday","False","May"
"2","2018-05-18","74","Friday","False","May"
"2","2018-05-19","82","Saturday","False","May"
"2","2018-05-20","76","Sunday","False","May"
"2","2018-05-21","72","Monday","False","May"
"2","2018-05-22","63","Tuesday","False","May"
"2","2018-05-23","65","Wednesday","False","May"
"2","2018-05-24","56","Thursday","False","May"
"2","2018-05-25","54","Friday","False","May"
"2","2018-05-26","51","Saturday","False","May"
"2","2018-05-27","48","Sunday","False","May"
"2","2018-05-28","52","Monday","True","May"
"2","2018-05-29","52","Tuesday","False","May"
"2","2018-05-30","65","Wednesday","False","May"
"2","2018-05-31","61","Thursday","False","May"
"2","2018-06-01","65","Friday","False","June"
"2","2018-06-02","66","Saturday","False","June"
"2","2018-06-03","63","Sunday","False","June"
"2","2018-06-04","61","Monday","False","June"
"2","2018-06-05","59","Tuesday","False","June"
"2","2018-06-06","60","Wednesday","False","June"
"2","2018-06-07","64","Thursday","False","June"
"2","2018-06-08","63","Friday","False","June"
"2","2018-06-09","57","Saturday","False","June"
"2","2018-06-10","58","Sunday","False","June"
"2","2018-06-11","66","Monday","False","June"
"2","2018-06-12","61","Tuesday","False","June"
"2","2018-06-13","64","Wednesday","False","June"
"2","2018-06-14","62","Thursday","False","June"
"2","2018-06-15","56","Friday","False","June"
"2","2018-06-16","60","Saturday","False","June"
"2","2018-06-17","55","Sunday","False","June"
"2","2018-06-18","64","Monday","False","June"
"2","2018-06-19","72","Tuesday","False","June"
"2","2018-06-20","66","Wednesday","False","June"
"2","2018-06-21","69","Thursday","False","June"
"2","2018-06-22","65","Friday","False","June"
"2","2018-06-23","56","Saturday","False","June"
"2","2018-06-24","54","Sunday","False","June"
"2","2018-06-25","69","Monday","False","June"
"2","2018-06-26","62","Tuesday","False","June"
"2","2018-06-27","65","Wednesday","False","June"
"2","2018-06-28","70","Thursday","False","June"
"2","2018-06-29","66","Friday","False","June"
"2","2018-06-30","57","Saturday","False","June"
"2","2018-07-01","58","Sunday","False","July"
"2","2018-07-02","63","Monday","False","July"
"2","2018-07-03","63","Tuesday","False","July"
"2","2018-07-04","65","Wednesday","True","July"
"2","2018-07-05","66","Thursday","False","July"
"2","2018-07-06","85","Friday","False","July"
"2","2018-07-07","71","Saturday","False","July"
"2","2018-07-08","67","Sunday","False","July"
"2","2018-07-09","81","Monday","False","July"
"2","2018-07-10","66","Tuesday","False","July"
"2","2018-07-11","75","Wednesday","False","July"
"2","2018-07-12","73","Thursday","False","July"
"2","2018-07-13","74","Friday","False","July"
"2","2018-07-14","63","Saturday","False","July"
"2","2018-07-15","58","Sunday","False","July"
"2","2018-07-16","60","Monday","False","July"
"2","2018-07-17","68","Tuesday","False","July"
"2","2018-07-18","59","Wednesday","False","July"
"2","2018-07-19","62","Thursday","False","July"
"2","2018-07-20","61","Friday","False","July"
"2","2018-07-21","56","Saturday","False","July"
"2","2018-07-22","52","Sunday","False","July"
"2","2018-07-23","59","Monday","False","July"
"2","2018-07-24","60","Tuesday","False","July"
"2","2018-07-25","59","Wednesday","False","July"
"2","2018-07-26","64","Thursday","False","July"
"2","2018-07-27","58","Friday","False","July"
"2","2018-07-28","60","Saturday","False","July"
"2","2018-07-29","53","Sunday","False","July"
"2","2018-07-30","57","Monday","False","July"
"2","2018-07-31","62","Tuesday","False","July"
"2","2018-08-01","67","Wednesday","False","August"
"2","2018-08-02","64","Thursday","False","August"
"2","2018-08-03","65","Friday","False","August"
"2","2018-08-04","49","Saturday","False","August"
"2","2018-08-05","46","Sunday","False","August"
"2","2018-08-06","51","Monday","False","August"
"2","2018-08-07","52","Tuesday","False","August"
"2","2018-08-08","58","Wednesday","False","August"
"2","2018-08-09","60","Thursday","False","August"
"2","2018-08-10","66","Friday","False","August"
"2","2018-08-11","68","Saturday","False","August"
"2","2018-08-12","60","Sunday","False","August"
"2","2018-08-13","56","Monday","False","August"
"2","2018-08-14","61","Tuesday","False","August"
"2","2018-08-15","63","Wednesday","False","August"
"2","2018-08-16","56","Thursday","False","August"
"2","2018-08-17","61","Friday","False","August"
"2","2018-08-18","63","Saturday","False","August"
"2","2018-08-19","63","Sunday","False","August"
"2","2018-08-20","70","Monday","False","August"
"2","2018-08-21","69","Tuesday","False","August"
"2","2018-08-22","72","Wednesday","False","August"
"2","2018-08-23","63","Thursday","False","August"
"2","2018-08-24","66","Friday","False","August"
"2","2018-08-25","59","Saturday","False","August"
"2","2018-08-26","59","Sunday","False","August"
"2","2018-08-27","73","Monday","False","August"
"2","2018-08-28","60","Tuesday","False","August"
"2","2018-08-29","66","Wednesday","False","August"
"2","2018-08-30","65","Thursday","False","August"
"2","2018-08-31","62","Friday","False","August"
"2","2018-09-01","62","Saturday","False","September"
"2","2018-09-02","55","Sunday","False","September"
"2","2018-09-03","57","Monday","True","September"
"2","2018-09-04","73","Tuesday","False","September"
"2","2018-09-05","68","Wednesday","False","September"
"2","2018-09-06","75","Thursday","False","September"
"2","2018-09-07","83","Friday","False","September"
"2","2018-09-08","70","Saturday","False","September"
"2","2018-09-09","56","Sunday","False","September"
"2","2018-09-10","62","Monday","False","September"
"2","2018-09-11","61","Tuesday","False","September"
"2","2018-09-12","67","Wednesday","False","September"
"2","2018-09-13","56","Thursday","False","September"
"2","2018-09-14","71","Friday","False","September"
"2","2018-09-15","71","Saturday","False","September"
"2","2018-09-16","70","Sunday","False","September"
"2","2018-09-17","80","Monday","False","September"
"2","2018-09-18","72","Tuesday","False","September"
"2","2018-09-19","74","Wednesday","False","September"
